name,birth_date,birth_place,death_date,death_place,nationality,occupation,years_active,known_for,awards,alma_mater,education,employer,notable_works,field,spouse,children,parents,religion,genre
Tadao Ando,{{birth date and age|1941|9|13|df=yes}},"[[Minato-ku, Osaka]], Japan",,,,,,,"{{ubl|[[Alvar Aalto Medal]], 1985|[[Carlsberg Architectural Prize]], 1992|[[Pritzker Prize]], 1995|[[Royal Gold Medal|RIBA Royal Gold Medal]], 1997|[[AIA Gold Medal]], 2002|[[Cal Poly Pomona College of Environmental Design|Neutra Medal for Professional Excellence]], 2012}}",,,,,,,,,,
Kengo Kuma,{{Birth date and age|1954|8|8}},"[[Yokohama]], Japan",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,,Japanese,,,,,{{plainlist| * [[University of Tokyo]] * [[Columbia University]]}},,,,,[[Satoko Shinohara]] }},,,,
Arata Isozaki,"{{birth date|1931|07|23|df=y}}<ref name=""arata"">{{cite web |last1=Goodwin |first1=Dario |title=Spotlight: Arata Isozaki |url=https://www.archdaily.com/529896/spotlight-arata-isozaki |website=ArchDaily |access-date=4 March 2019}}</ref>","[[Ōita (city)|Ōita]], [[Empire of Japan|Japan]]",{{death date and age|2022|12|28|1931|07|23|df=y}},"[[Naha]], [[Okinawa Prefecture]], Japan <ref name=""nyt"" />",Japanese,,,,"{{unbulleted list| 1986 [[Royal Gold Medal]] | 2019 [[Pritzker Prize]]<ref name=""auto"">{{cite web |last1=Allen |first1=Katherine |title=Arata Isozaki Named 2019 Pritzker Prize Laureate |url=https://www.archdaily.com/912450/arata-isozaki-named-2019-pritzker-prize-laureate |website=ArchDaily |date=5 March 2019 |access-date=5 March 2019}}</ref>}} }}",[[University of Tokyo]] (1954 and 1961),,,,,Aiko Miyawaki,,,,
Kazuyo Sejima,{{birth date and age|1956|10|29|df=y}},"[[Hitachi, Ibaraki|Hitachi]], [[Ibaraki Prefecture]], Japan",,,Japanese,,,,[[Rolf Schock Prize]] (2005)<br>[[Pritzker Prize]] (2010)<br>[[Royal Gold Medal|RIBA Royal Gold Medal]] (2025) }},,,,,,,,,,
Shigeru Ban,{{birth date and age|df=yes|1957|8|5}},"[[Tokyo]], Japan",,,Japanese,,,,Pritzker Prize (2014),[[Cooper Union|Cooper Union for the Advancement of Science and Art]],,,,,Masako Ban,,,,
Sou Fujimoto,{{birth year and age|1971}}<!-- {{Birth date and age|1971|MM|DD}} -->,"[[Higashikagura, Hokkaido|Higashikagura]], [[Hokkaido]], Japan",<!-- {{Death date and age|YYYY|MM|DD|1971|MM|DD}} (death date then birth date) -->,,Japanese,Architect,,,,[[University of Tokyo]] [[École Spéciale d'Architecture]],,,,,,,,,
Kisho Kurokawa,{{birth date|1934|4|8|df=yes}},"[[Kanie|Kanie, Aichi]], [[Empire of Japan]]",{{death date and age|2007|10|12|1934|4|8|df=yes}},"[[Tokyo]], Japan",,,,,}},{{ubl|[[Kyoto University]]|[[University of Tokyo]]}},,,,,,,,,
Alvar Aalto,{{Birth date|df=yes|1898|2|3}},"[[Kuortane]], Finland",{{Death date and age|df=yes|1976|5|11|1898|2|3}},"[[Helsinki]], Finland",,,,,,,,,,,{{plainlist| * {{marriage|[[Aino Aalto|Aino Marsio]]|1925|1949|end=died}} * {{marriage|[[Elissa Aalto|Elissa Mäkiniemi]]|1952}} }},,,,
Gerrit Rietveld,24 June 1888,"[[Utrecht (city)|Utrecht]], Netherlands",{{death date and age|df=yes|25 June 1964|24 June 1888}},"Utrecht, Netherlands",,Furniture designer and architect }},,,,,,,,,,,,,
The Lord Rogers of Riverside,{{birth date|df=yes|1933|7|23}},"[[Florence]], Tuscany, Italy",{{death date and age|df=yes|2021|12|18|1933|7|23}},"London, England",British and Italian,,,,,{{plainlist| * [[Architectural Association <!-- School of Architecture -->]] * [[Yale School of Architecture]] }},,,,,,,,,
Toyo Ito,{{Birth date and age|1941|06|01|df=y}},"[[Keijō]], [[Japanese Korea]]",,,Japanese,,,,Pritzker Prize (2013),[[University of Tokyo]] }},,,,,,,,,
Gustav Klimt,{{birth date|1862|7|14|df=y}},"[[Baumgarten, Vienna|Baumgarten]], {{nowrap|[[Austrian Empire]]}}",{{death date and age|1918|2|6|1862|7|14|df=y}},"Vienna, {{nowrap|[[Austria-Hungary]]}}",,,,,,,,,"''[[Judith I]]'', ''[[Portrait of Adele Bloch-Bauer I]]'', ''[[The Kiss (Klimt painting)|The Kiss]]'', ''[[Danaë (Klimt painting)|Danaë]]'' }}",[[Painting|Painter]],,,,,
Oskar Kokoschka,{{birth date|1886|03|01|df=y}},"[[Pöchlarn]], Austria-Hungary",{{Death date and age|1980|02|22|1886|03|01|df=y}},"[[Montreux]], Switzerland",{{ubl|Austrian|Czechoslovak|British}},,,,,,,,,"[[Painting]], [[printmaking]], [[poetry]], [[play writing]]",,,,,
Alphonse Mucha,{{Birth date|1860|07|24|df=y}},"[[Ivančice]], [[Margraviate of Moravia]], [[Austrian Empire]]",{{death date and age|1939|07|14|1860|07|24|df=y}},"[[Prague]], [[Protectorate of Bohemia and Moravia]]",,,,,"Legion of Honor (France), Knight of the Order of Franz Joseph I (Austria)",,,,,"Painting, illustration, decorative art, architecture",,,,,
Henri de Toulouse-Lautrec,{{birth date|df=yes|1864|11|24}},"[[Albi]], [[Second French Empire]]",{{death date and age|df=yes|1901|9|9|1864|11|24}},"[[Saint-André-du-Bois]], [[French Third Republic]]",,,,,,,[[René Princeteau]]<br />[[Léon Bonnat]]<br />[[Fernand Cormon]],,,"Painting, printmaking, drawing, draughting, illustration",,,,,
Édouard Manet,{{birth date|df=yes|1832|1|23}},"Paris, France",{{death date and age|df=yes|1883|4|30|1832|1|23}},"Paris, France",,,,,,,{{ubl|[[Collège-lycée Jacques-Decour]]|[[Académie Suisse]]}},,,"Painting, [[printmaking]]",{{marriage|[[Suzanne Manet|Suzanne Leenhoff]]|1863}},,,,
Pierre-Auguste Renoir,{{birth date|df=yes|1841|2|25}},"[[Limoges]], France",{{death date and age|df=yes|1919|12|3|1841|2|25}},"[[Cagnes-sur-Mer]], France",,,,,,,,,,,{{marriage|[[Aline Charigot]]|1890|1915|end=died}},"3, including [[Pierre Renoir|Pierre]] and [[Jean Renoir|Jean]]",,,
Camille Pissarro,{{birth date|1830|7|10|df=y}},"[[Charlotte Amalie, United States Virgin Islands|Charlotte Amalie]], Saint Thomas, [[Danish West Indies]]",{{death date and age|df=yes|1903|11|13|1830|7|10}},"Paris, France","Danish, French",,,,,,,,,Painting,,,,,
Paul Gauguin,{{birth date|df=yes|1848|6|7}},"Paris, France",{{death date and age|df=yes|1903|5|8|1848|6|7}},"[[Atuona]], [[Marquesas Islands]]",,,,,,,,,,{{cslist|Painting|sculpture|[[ceramic art|ceramics]]|[[engraving]]}},{{ubl|{{marriage|Mette-Sophie Gad|1873|1894|end=separated}}|{{marriage|[[Teha'amana]]|1891|1893|end=separated}}}},,,,
Georges Seurat,{{birth date|df=yes|1859|12|2}},"[[Paris]], France",{{death date and age|df=yes|1891|3|29|1859|12|2}},"Paris, France",,,,,,,,,,Painting,,2,,,
Henri Rousseau,{{Birth date|df=yes|1844|5|21}},"[[Laval, Mayenne|Laval]], France",{{Death date and age|df=yes|1910|9|2|1844|5|21}},"[[Paris]], France",French,,,,,,,,,[[Painting]],,,,,
Marc Chagall,"{{Birth date|1887|07|06|df=y}}<!-- 24 June 1887 O.S. is equivalent to 6 July 1887 N.S., not 7 July; DO NOT CHANGE THIS WITHOUT READING NOTE 1 AND DISCUSSING AT TALK -->","[[Liozna]], Russian Empire<ref name=""Harshav1"">{{Cite web|title=Chagall, Marc|url=https://yivoencyclopedia.org/article.aspx/Chagall_Marc|first=Benjamin|last=Harshav|access-date=16 June 2023|website=The Yivo Encyclopedia of Jews in Eastern Europe}}</ref>",{{Death date and age|df=yes|1985|03|28|1887|07|06}},"[[Saint-Paul-de-Vence]], France","Russian, later French<ref name=""Harshav2"">Harshav, Benjamin. ""Marc Chagall and his times: a documentary narrative"". ''Contraversions: Jews and Other Differences'' (1st ed.). [[Stanford University]] Press. August 2003. {{ISBN|0804742146}}.</ref>",,,{{Flatlist| * Painting * [[stained glass]] }},,,,,,,,,,,
Franz Marc,{{Birth date|1880|2|8|df=y}},"[[Munich]], [[Kingdom of Bavaria|Bavaria]], [[German Empire]]",{{Death date and age|1916|3|4|1880|2|8|df=y}},"[[Braquis]], France",,,,,,,,,,[[Painting]],,,,,
Paul Klee,{{birth date|df=yes|1879|12|18}},"[[Münchenbuchsee]], Bern, Switzerland",{{death date and age|df=yes|1940|6|29|1879|12|18}},"[[Muralto]], Ticino, Switzerland",German,,,,,,,,,"Painting, drawing, watercolor, printmaking",,,,,
Balthus,{{Birth date|1908|2|29|mf=y}},"Paris, France",{{death date and age|mf=yes|2001|2|18|1908|2|29}},"[[Rossinière]], Switzerland",,,,,[[Praemium Imperiale]],,,,,"[[Painting]], [[drawing]], [[watercolor]]","Antoinette de Watteville (Married 1937 - Divorced 1966), [[Setsuko Klossowska de Rola]] (Married 1967) }}","Stanislas Klossowski de Rola, Thaddeus Klossowski de Rola, [[Harumi Klossowska de Rola]]",,,
Edward Hopper,{{birth date|1882|07|22}},"[[Nyack, New York]], U.S.",{{death date and age|1967|05|15|1882|07|22}},"[[Manhattan]], New York City, U.S.",,,,,,,,,,"Painting, printmaking",,,,,
Georgia O'Keeffe,{{birth date|1887|11|15|mf=y}},"[[Sun Prairie (town), Wisconsin|Sun Prairie, Wisconsin]], U.S.",{{death date and age|1986|3|6|1887|11|15|mf=y}},"[[Santa Fe, New Mexico]], U.S.",,,,,[[National Medal of Arts]] (1985)<br />[[Presidential Medal of Freedom]] (1977)<br />[[Edward MacDowell Medal]] (1972),,"[[School of the Art Institute of Chicago]]<br />[[Columbia College (South Carolina)|Columbia College]]<br />[[Teachers College, Columbia University]]<br />[[University of Virginia]]<br />[[Art Students League of New York]]",,,"Visual arts: painting, sculpture, photography","{{marriage|[[Alfred Stieglitz]]|1924|July 13, 1946|end=his death}}",,,,
John Singer Sargent,{{Birth date|1856|1|12|mf=y}},"[[Florence]], Tuscany",{{Death date and age|1925|4|15|1856|1|12|mf=y}},"London, England",American,,,,}},,,,,Painting,,,,,
Winslow Homer,{{Birth date|1836|02|24}},"[[Boston]], Massachusetts, U.S.",{{Death date|1910|09|29}}<br />(aged 74),"[[Prouts Neck]], [[Scarborough, Maine]], U.S.",,,,[[Drawing]]<br />[[Wood engraving]]<br />[[Oil painting]]<br />[[Watercolor painting]],}},,,,''[[Harper's Weekly|Harper's Weekly Magazine]]''<br />''[[Ballou's Pictorial|Ballou's Pictorial Magazine]]''<br />''[[Snap the Whip]]''<br />''[[The Veteran in a New Field]]''<br />''[[Breezing Up (A Fair Wind)]]'',,,,,,
Mary Cassatt,{{birth date|1844|5|22}},"[[Allegheny, Pennsylvania|Allegheny]], [[Pennsylvania]], [[United States]]",{{death date and age|1926|6|14|1844|5|22}},"near [[Paris]], [[French Third Republic|France]]",,,,"[[Painting]], printmaking",,,"[[Pennsylvania Academy of the Fine Arts]],<br /> [[Jean-Léon Gérôme]], [[Charles Joshua Chaplin|Charles Chaplin]], [[Thomas Couture]]",,,,,,,,
Thomas Gainsborough,,"[[Sudbury, Suffolk]], England",{{Death date and age|df=yes|1788|8|2|1727|5|14}},"[[London]], England",,,,,,,,,,{{ubl|[[Landscape painting]]|[[Portrait painting]]}},{{marriage|Margaret Burr|1746}},"2, including [[Mary Gainsborough|Mary]]",,,
Jean-Auguste-Dominique Ingres,{{birth date|1780|8|29|df=y}}{{cn|date=August 2025}},"[[Montauban]], [[Languedoc]], [[Kingdom of France]]",{{death date and age|1867|1|14|1780|8|29|df=y}},"Paris, [[Second French Empire|France]]",,,,,,,,,,{{hlist|[[Painting]]|[[drawing]]}},{{marriage|[[Madeleine Chapelle]]|1813|1849|end=died}}<br />{{marriage|[[Delphine Ramel]]|1852|1867|}} }},,,,
Gustave Courbet,{{Birth date|1819|6|10|df=yes}},"[[Ornans]], [[Doubs]], [[Bourbon Restoration in France|France]]",{{Death date and age|1877|12|31|1819|6|10|df=yes}},"[[La Tour-de-Peilz]], Switzerland",,,,,"Gold-Medal winner, 1848 [[Salon (Paris)|Salon]]<br/>Nominated to receive the [[French Legion of Honor]] in 1870 (refused)",,[[Académie Suisse]],,,{{hlist|[[Painting]]|[[sculpting]]}},,,,,
Eugène Delacroix,{{birth date|1798|4|26|df=yes}},"[[Saint-Maurice, Val-de-Marne|Charenton-Saint-Maurice]], [[Seine (department)|Seine]], France",{{death date and age|1863|8|13|1798|4|26|df=yes}},"Paris, France",,,,,,,,,,"Painting, [[lithography]]",,,,,
Élisabeth Vigée Le Brun,{{birth date|1755|4|16|df=y}},"Paris, [[Kingdom of France]]",{{death date and age|1842|3|30|1755|4|16|df=y}},"Paris, [[July Monarchy|Kingdom of France]]",<!-- use only when necessary per [[WP:INFONAT]] -->,,,,,,,,{{cslist|[[Marie Antoinette with a Rose|''Marie Antoinette with a rose'']]|''[[Self-portrait in a Straw Hat]]''|''Life Study of Lady Hamilton as the Cumaean Sybil''}},,{{marriage|[[Jean-Baptiste-Pierre Le Brun]]|1776|1793|end=div}},"2, including [[Julie Le Brun|Julie]]",,,
Jean-Baptiste-Camille Corot,{{birth date|1796|7|16|df=y}},"[[Paris]], [[French First Republic|France]]",{{death date and age|1875|2|22|1796|7|17|df=y}},"[[Paris]], [[French Third Republic|France]]",,,,,}},,,,,"[[Painting]], [[printmaking]]",,,,,
Thomas Eakins,{{birth date|1844|7|25|mf=y}},"[[Philadelphia]], Pennsylvania, United States",{{death date and age|1916|6|25|1844|7|25|mf=y}},"Philadelphia, Pennsylvania, United States",,,,,[[National Academy of Design|National Academician]] }},,,,,"Painting, sculpture",,,,,
Albrecht Dürer,{{Birth date|1471|05|21|df=yes}},"[[Nuremberg]], [[Free Imperial City of Nuremberg]], [[Holy Roman Empire]]",{{Death date and age|1528|4|6|1471|5|21|df=y}},"Nuremberg, Free Imperial City of Nuremberg, Holy Roman Empire",[[Germans|German]],,,,,,,,,{{hlist |[[Painting]] |[[printmaking]]}},{{marriage|[[Agnes Frey]]|1494}},,,,
Hans Holbein the Younger,{{circa|1497}},"[[Augsburg]] ([[free imperial city]]), [[Holy Roman Empire]]",October or {{death date and age|1543|11||1497|df=y}},"[[London]], England","German,<ref name=""britannica"">{{cite encyclopedia |title=Hans Holbein the Younger German painter |url=https://www.britannica.com/biography/Hans-Holbein-the-Younger |encyclopedia=[[Encyclopedia Britannica]]|date=22 September 2023 }}</ref> Swiss",,,Portraits,,,,,''[[Portrait of Henry VIII]]''<br>[[The Ambassadors (Holbein)|''The Ambassadors'']],,Elsbeth Binzenstock,2 }},,,
Hieronymus Bosch,{{circa}} 1450,"[['s-Hertogenbosch]], [[Duchy of Brabant]], [[Burgundian Netherlands]]",Buried on {{death date|df=yes|1516|8|9}} (aged 65–66),"'s-Hertogenbosch, Duchy of Brabant, [[Habsburg Netherlands]]",,,,,,,,,,Painting,Aleid van den Meervenne,,,,
Pieter Bruegel the Elder,{{c.|1525–1530}},probably [[Breda]],{{death date|df=yes|1569|9|9}} (aged 39 to 44),"[[Brussels]], [[Duchy of Brabant]], [[Habsburg Netherlands]]",,,,,,,,,,"[[Painting]], [[printmaking]]",,,,,
Jan van Eyck,Sometime around 1380 or 1390,"[[Maaseik]], [[Prince-Bishopric of Liège]], [[Holy Roman Empire]]",9 July 1441 <!-- age unknown DON'T ADD ONE!! -->,"[[Bruges]], [[County of Flanders]], [[Burgundian Netherlands]]",Flemish,,,,,,,,,painting,,,,,
Raphael,"March 28 or April 6, 1483","[[Urbino]], [[Duchy of Urbino]]","April 6, 1520 (aged 37)","[[Rome]], [[Papal States]]",,,,,,,,,,{{flatlist| *[[Painting]] *[[architecture]] }},,,,,
Michelangelo,6 March 1475,"[[Caprese Michelangelo|Caprese]]<!-- near [[Arezzo]]-->, [[Republic of Florence]]",{{death date and age|df=yes|1564|2|18|1475|3|6}},"[[Rome]], [[Papal States]]",,,,,,,,,,{{hlist,,,,,
Donatello,{{c.|1386}},[[Republic of Florence]],{{death date and age|df=y|1466|12|13|1386}},Republic of Florence,[[Republic of Florence|Florentine]],,,,,,,,,Sculpture,,,,,
Leonardo da Vinci,{{birth date|df=yes|1452|04|15}},"possibly [[Anchiano]],{{efn|name=Birthplace}} [[Vinci, Tuscany|Vinci]], {{awrap|[[Republic of Florence]]}}",{{death date and age|df=yes|1519|5|2|1452|4|15}},"[[Clos Lucé]], [[Amboise]], {{awrap|[[Kingdom of France]]}}",,,{{circa|1470–1519}},{{hlist|Painting|drawing|engineering|anatomical studies|hydrology|botany|optics|geology}},,,Studio of [[Andrea del Verrocchio]],,{{plainlist| * ''[[Virgin of the Rocks]]'' ({{circa|1483–1493}}) * ''[[Lady with an Ermine]]'' ({{circa|1489–1491|lk=no}}) * ''[[Vitruvian Man|The Vitruvian Man]]'' ({{circa|1490|lk=no}}) * ''[[The Last Supper (Leonardo)|The Last Supper]]'' ({{circa|1495–1498|lk=no}}) * ''[[Mona Lisa]]'' ({{circa|1503–1516|lk=no}})}},,,,,,
Francisco de Goya,{{birth date|1746|3|30|df=y}},"[[Fuendetodos]], Aragon, [[History of Spain (1700–1808)|Spain]]",{{Death date and age|df=yes|1828|4|16|1746|3|30}},"[[Bordeaux]], [[Bourbon Restoration in France|France]]",,,,,,,,,{{unbulleted list,"[[Painting]], [[drawing]] [[printmaking]]",{{marriage|Josefa Bayeu|1773|1812|end=d}},8,,,
Diego Velázquez,,"[[Seville]], Spain",6 August 1660 (aged 61),"Madrid, Spain",,,,,[[Order of Santiago|Knight of the Order of Santiago]],,,,,Painting,,,,,
El Greco,1 October 1541,"either Fodele or Candia, [[Kingdom of Candia|Crete]]",{{death date and age|df=y|1614|4|7|1541|10|1}},"[[Toledo, Spain|Toledo]], Spain",<!--Deprecated per MOS:INFONAT-->,,,,,,,,,"Painting, sculpture and architecture",,,,,
Caravaggio,29 September 1571,"[[Milan]], [[Duchy of Milan]]<ref name=carm>{{cite news|last1=Carminati|first1=Marco|title=Caravaggio da Milano|url=http://www.ilsole24ore.com/art/SoleOnLine4/Tempo%20libero%20e%20Cultura/2007/06/carminati-caravaggio.shtml?uuid=4d415878-19a4-11dc-ac19-00000e251029|access-date=28 July 2016|date=25 February 2007|language=it}}</ref>",{{death date and age|1610|07|18|1571|09|29|df=y}},"[[Porto Ercole]],<br/>[[State of the Presidi]]",,,,,,,,,,[[Painting]],,,,,
Rembrandt,"{{Birth date|df=y|1606|7|15}}<ref name=""BY"">Or possibly 1607 as on 10 June 1634 he himself claimed to be 26 years old. See [http://www.codart.nl/news/82/ Is the Rembrandt Year being celebrated one year too soon? One year too late?] {{Webarchive|url=https://web.archive.org/web/20101121211856/http://codart.nl/news/82/ |date=21 November 2010 }} and {{in lang|nl}} J. de Jong, [http://www.nd.nl/artikelen/2006/februari/03/rembrandts-geboortejaar-een-jaar-te-vroeg-gevierd Rembrandts geboortejaar een jaar te vroeg gevierd] {{Webarchive|url=https://web.archive.org/web/20100718111837/http://www.nd.nl/artikelen/2006/februari/03/rembrandts-geboortejaar-een-jaar-te-vroeg-gevierd |date=18 July 2010 }} for sources concerning Rembrandt's birth year, especially supporting 1607. However, most sources continue to use 1606.</ref>","[[Leiden]], Dutch Republic",{{Death date and age|1669|10|4|1606|7|15|df=y}},"[[Amsterdam]], Dutch Republic",,,,,,,,,,"[[Painting]], [[printmaking]], [[drawing]]",{{marriage|[[Saskia van Uylenburgh]]|1634|1642|end=died}},"2, including [[Titus van Rijn|Titus]]",,,
Johannes Vermeer,[[Baptism|baptised]] 31 October 1632,"[[Delft]], [[County of Holland]], [[Dutch Republic]]",{{Death date and age|1675|12|15|1632|10|31|df=yes}},"Delft, County of Holland, Dutch Republic",,,,,,,,,,Painting,[[Catharina Bolnes]],,,,
Gustave Moreau,{{Birth date|1826|4|6|df=yes}},"Paris, France",{{Death date and age|1898|4|18|1826|4|6|df=yes}},"Paris, France",,,,[[Painting]],}},,,,''[[Oedipus and the Sphinx]]'' (1864)<br/>''[[L'Apparition]]'' (1876)<br/>''[[Salome Dancing before Herod]]'' (1876)<br/>''[[Jupiter and Semele]]'' (1894–95),,,,,,
William-Adolphe Bouguereau,{{birth date|1825|11|30|df=y}},"[[La Rochelle]], France",{{death date and age|1905|8|19|1825|11|30|df=y}},"La Rochelle, France",,,,,,,,,,Painter,{{plainlist| * {{marriage|Nelly Monchablon|1866|1877|end=died}} * {{marriage|[[Elizabeth Jane Gardner]]|1896}} }},,,,
Jean-Léon Gérôme,{{birth date|1824|5|11|df=y}},"[[Vesoul]], Haute-Saône, France",{{death date and age|1904|1|10|1824|5|10|df=y}},"Paris, France",,,,,,,,,,"[[Painting]], [[sculpture]], teaching",,,,,
Paul Signac,{{birth date|1863|11|11|df=y}},"Paris, France",{{death date and age|1935|8|15|1863|11|11|df=y}},"Paris, France",,,,[[Painting]],,,,,,,,,,,
Georges Braque,{{birth date|df=yes|1882|5|13}},"[[Argenteuil]], Val-d'Oise, France",{{death date and age|df=yes|1963|8|31|1882|5|13}},"Paris, France",<!-- use only when necessary per [[WP:INFONAT]] -->,,,"Painting, drawing, sculpture, [[printmaking]]",}},,,,,,,,,,
Marc Chagall,"{{Birth date|1887|07|06|df=y}}<!-- 24 June 1887 O.S. is equivalent to 6 July 1887 N.S., not 7 July; DO NOT CHANGE THIS WITHOUT READING NOTE 1 AND DISCUSSING AT TALK -->","[[Liozna]], Russian Empire<ref name=""Harshav1"">{{Cite web|title=Chagall, Marc|url=https://yivoencyclopedia.org/article.aspx/Chagall_Marc|first=Benjamin|last=Harshav|access-date=16 June 2023|website=The Yivo Encyclopedia of Jews in Eastern Europe}}</ref>",{{Death date and age|df=yes|1985|03|28|1887|07|06}},"[[Saint-Paul-de-Vence]], France","Russian, later French<ref name=""Harshav2"">Harshav, Benjamin. ""Marc Chagall and his times: a documentary narrative"". ''Contraversions: Jews and Other Differences'' (1st ed.). [[Stanford University]] Press. August 2003. {{ISBN|0804742146}}.</ref>",,,{{Flatlist| * Painting * [[stained glass]] }},,,,,,,,,,,
Jean Dubuffet,{{Birth date |1901|7|31|df=y}},"[[Le Havre]], France",{{death date and age |1985|5|12|1901|7|31|df=y}},"Paris, France",,,,,,,,,,"Painting, sculpture",,,,,
Robert Rauschenberg,{{birth date|1925|10|22}},"[[Port Arthur, Texas]], U.S.",{{Death date and age|2008|05|12|1925|10|22}},"[[Captiva, Florida]], U.S.",,,,,[[Leonardo da Vinci World Award of Arts]] (1995)<br />[[Praemium Imperiale]] (1998),,,,,[[Assemblage (art)|Assemblage]],{{marriage|[[Susan Weil]]|1950|1953|reason=div}} }},,,,
Frank Stella,{{Birth date|1936|05|12}},"[[Malden, Massachusetts]], U.S.",{{Death date and age|2024|05|04|1936|05|12}},"New York City, U.S.",,,,{{hlist|Painter|[[printmaker]]|sculpture|architect}},{{ubli|{{awd|[[Charles Eliot Norton Lectures]]|1984|Working Space||[[Harvard University Press|Harvard University]]}}|{{awd|[[National Medal of Arts]]|2009}}|{{awd|Lifetime Achievement Award in Contemporary Sculpture|2011|||[[International Sculpture Center]]}}}} }},,[[Princeton University]],,,,,,,,
Jasper Johns,{{birth date and age|1930|5|15}},"[[Augusta, Georgia|Augusta]], Georgia, U.S.",,,,,,,,,,,,{{hlist|[[Painting]]|[[printmaking]]}},,,,,
Roy Lichtenstein,{{birth date|mf=yes|1923|10|27|}},"New York City, U.S.",{{death date and age|mf=yes|1997|9|29|1923|10|27}},"New York City, U.S.",,,,{{hlist|Painting|sculpture}},,[[Ohio State University]],{{ubl,,,,{{ubl,"2, including [[Mitchell Lichtenstein|Mitchell]] }}",,,
Claes Oldenburg,{{Birth date|1929|01|28}},"[[Stockholm]], Sweden",{{Death date and age|2022|07|18|1929|01|28}},"New York City, U.S.",{{Plainlist| * Swedish * American (from 1953) }},,,,,,,,,,,,,,
David Hockney,{{birth date and age|df=yes|1937|7|9}},"[[Bradford]], [[West Riding of Yorkshire]], England",,,,,,,"{{plainlist| *[[John Moores Painting Prize]]&nbsp;(1967) *[[Praemium Imperiale]] (1989) *[[Member of the Order of the Companions of Honour]]&nbsp;(1997) *[[Royal Academician]] *[[Order of Merit]] (2012) *Honorary doctorate, [[Otis College of Art and Design]] (1985)<ref>{{cite web|url=http://www.otis.edu/sites/default/files/Otis_Honorary_Degree_Recipients_Since_1962_2016_2.pdf|title=Commencement speakers and / or honorary degrees|publisher=Otis College of Art and Design|access-date=12 May 2017|archive-date=19 July 2017|archive-url=https://web.archive.org/web/20170719013527/http://otis.edu/sites/default/files/Otis_Honorary_Degree_Recipients_Since_1962_2016_2.pdf|url-status=dead}}</ref>}}",,{{ubl|item_style={{longitem}}|[[Bradford College|Bradford School of Art]] (1953–1958)|[[Royal College of Art]] (1959–1962)}},,,{{hlist|[[Painting]]|[[drawing]]|[[printmaking]]|[[photography]]|[[Digital painting|iPad drawing]]|[[set design]]}},,,,,
Bridget Riley,{{Birth date and age|df=yes|1931|4|24}},"[[West Norwood|Norwood, London]], England",,,,,,,{{plainlist| *[[Praemium Imperiale]] (2003) }},,,,,{{hlist|[[Painting]]|[[drawing]]|[[printmaking]]|}},,,,,
Yayoi Kusama,{{birth date and age|df=y|1929|3|22}},"[[Matsumoto, Nagano]], [[Empire of Japan]]",,,,,,,[[Praemium Imperiale]] }},,,,,{{flatlist| * Painting * drawing * sculpture * [[installation art]] * performance art * film * fiction * fashion * writing}},,,,,
Takashi Murakami,{{birth date and age|1962|2|1}},"[[Tokyo]], Japan",,,Japanese,,,,Japanese Fine Arts,,[[Tokyo University of the Arts]],,,Contemporary art }},,,,,
Jeff Koons,{{birth date and age|1955|1|21}},"[[York, Pennsylvania]], U.S.",,,,,,,,,,,,,{{plainlist| * {{marriage|[[Ilona Staller]]|1991|1994}} * Justine Wheeler }},,,,
Damien Hirst,{{Birth date and age|1965|6|7|df=y}},"[[Bristol]], England",,,,,,{{Plainlist| * [[Collection (museum)|Diversity]] * [[Installation Art]] * [[Painting]] * [[Sculpture]] }},,,,,,,,,,,
Sir Anish Kapoor,{{birth date and age|1954|3|12|df=y}}<ref>{{cite web |last1=Töniges |first1=Sven |title=Anish Kapoor: Master of darkness at 65 {{!}} DW {{!}} 12 March 2019 |url=https://www.dw.com/en/anish-kapoor-master-of-darkness-at-65/a-47866693 |website=DW.COM |publisher=Deutsche Welle |access-date=1 January 2020}}</ref>,"[[Mumbai|Bombay]], India",,,"Indian, British",,,,,,,,,[[Sculpture]],,,,,
Richard Serra,{{Birth date|1938|11|02}},"[[San Francisco, California]], U.S.",{{Death date and age|2024|03|26|1938|11|02}},"[[Orient, New York]], U.S.",,,,,,,"[[University of California, Berkeley]] (attended)<br />[[University of California, Santa Barbara]] (B.A. 1961)<br />[[Yale University]] (B.F.A. 1962, M.F.A. 1964)",,,,{{plainlist| * {{Marriage |[[Nancy Graves]]|1965|1970|end=divorced}} * {{Marriage |Clara Weyergraf|1981}} }},,,,
Antoni Gaudí,{{Birth date|df=yes|1852|6|25 }},"[[Reus]] or [[Riudoms]], Catalonia, Spain<ref name=Masso74/>{{rp|17–18}}<ref name=GABC>{{cite web |ref={{Sfnref|Gaudí and Barcelona Club|2005}} |url=http://www.gaudiclub.com/ingles/i_vida/i_vida.asp |archive-url=https://web.archive.org/web/20110926212727/http://www.gaudiclub.com/ingles/i_vida/i_vida.asp |archive-date=26 September 2011 |title=Biography at Gaudí and Barcelona Club |access-date=5 November 2005 |url-status=live  }}</ref>{{rp|1}}",{{Death date and age|df=yes|1926|6|10|1852|6|25}},"[[Barcelona]], Catalonia, Spain",,,,,,,,,,,,,,,
