100s/50s1,1blankname,1blankname1,1blankname2,1blankname3,1blankname4,1blankname5,1blankname6,1namedata,1namedata1,1namedata2,1namedata3,1namedata4,1namedata5,1namedata6,2blankname,2namedata,[[dictator perpetuo]]           | 44 bc<ref>all offices and years thereof from {{harvnb|broughton|1952|p,access-date,allegiance,alma_mater,alongside7,alt,appointer1,appointer2,appointer3,appointer5,appointer6,appointer7,awards,bat avg1,batting,battles,beatified_by,beatified_date,best bowling1,birth_date,birth_name,birth_place,birthname,bowl avg1,bowling,branch,bullets,burial,burial_date,burial_place,cabinet,canonized_by,canonized_date,caption,catches/stumpings1,child,children,citizenship,class,club1,club2,club3,color,column1,columns,commands,consort,constituency10,constituency11,constituency12,constituency13,constituency14,constituency15,constituency2,constituency3,constituency4,constituency5,constituency6,constituency7,constituency8,constituency_mp5,constituency_mp6,cont,conviction_status,cor-type,cor-type1,coregency,coronation,coronation1,coronation2,country2,country3,country5,country6,criminal_charge,death_cause,death_date,death_manner,death_place,deliveries1,deputy,deputy1,deputy2,deputy3,deputy4,deputy5,deputy6,description,district1,district2,district3,district4,district5,district6,district7,dynasty,education,embed,father,feast_day,filename,firstminister2,firstminister4,firstminister5,fivefor1,footnotes,full name,governor2,governor3,governor4,governor6,governor7,height,himself (1959–1966){{efn|''[[de facto]]'' (self-appointed)<ref>{{cite book|last,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,horus,house,image,image_alt,image_size,image_upright,imagesize,issue,issue-link,issue-pipe,jr/sr1,jr/sr2,jr/sr3,jr/sr5,jr/sr7,known_for,last,leader1,leader3,leader4,leader8,leader9,lieutenant1,lieutenant2,lieutenant3,lieutenant4,majority2,majority3,majority4,majority6,matches1,mawards,military_blank1,military_data1,minister7,minister_from2,minister_from3,minister_from5,minister_from6,module,module2,module3,monarch,monarch1,monarch2,monarch3,monarch4,more,moretext,moretext1,mother,name,nationality,native_name,native_name_lang,nickname,nomen,occupation,office,office1,office10,office11,office12,office14,office15,office2,office21,office3,office4,office5,office6,office7,office8,office9,order,order1,order2,order3,order4,order5,order6,order7,order8,order9,otherparty,parents,parliament5,parliament6,party,patronage,pos,posthumous name,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,premier,premier1,premier2,premier4,president,president1,president11,president2,president3,president4,president5,president6,president7,president8,primeminister,primeminister1,primeminister10,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,profession,quote,rank,reg-type,reg-type1,reg-type2,reg-type3,regent,regent1,regent2,regent3,regnal name,reign,reign-type1,reign1,reign2,reign3,reign4,relatives,religion,residence,resting_place,resting_place_coordinates,restingplace,role,runs1,serviceyears,signature,signature_alt,signature_size,source,spouse,spouse-type,spouses,state1,state2,state3,state4,state5,state6,state7,state_senate2,state_senate3,state_senate7,status,status10,status2,status4,status9,style,suboffice,suboffice1,suboffice10,suboffice11,suboffice12,suboffice13,suboffice14,suboffice15,suboffice16,suboffice17,suboffice18,suboffice19,suboffice2,suboffice20,suboffice3,suboffice4,suboffice5,suboffice6,suboffice7,suboffice8,suboffice9,subterm,subterm1,subterm10,subterm11,subterm12,subterm13,subterm14,subterm15,subterm16,subterm17,subterm18,subterm19,subterm2,subterm20,subterm3,subterm4,subterm5,subterm6,subterm7,subterm8,subterm9,succession,succession1,succession2,succession3,succession4,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,temple name,tenfor1,term,term10,term11,term12,term13,term14,term15,term5,term6,term7,term9,term_end,term_end1,term_end10,term_end11,term_end12,term_end13,term_end14,term_end2,term_end22,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label,term_label1,term_label3,term_label4,term_label9,term_start,term_start1,term_start10,term_start11,term_start12,term_start13,term_start14,term_start2,term_start21,term_start22,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,termlabel,termlabel3,termstart,title,title1,title4,title5,title6,title7,titles,titlestyle,top score1,trial,type,unit,venerated_in,vicepresident,vicepresident1,vicepresident2,vicepresident3,website,wickets1,year1,year2,year3,years_active,{{marriage|fleur cates|1981|1988|end,{{marriage|miriam weizmann|1972|1978|end,{{native name|ja| 明仁|italics,{{tlit|zh|[[tan yankai]]|i,{{tlit|zh|t. v. soong|i
,,[[Chief Executive]],,,,,,,Ian Mulheirn,,,,,,,,,,,,,,,,,,,,,,,,,,,{{birth date and age|1953|5|6|df=y}},Anthony Charles Lynton Blair,"[[Lauriston]], [[Edinburgh]], Scotland",,,,,,,,,,,,Blair in 2024,,,"4, including [[Euan Blair|Euan]] and [[Nicky Blair (football agent)|Nicky]]",,,,,,,,,,,,,,,,,,,,,,,,[[Sedgefield (UK Parliament constituency)|Sedgefield]],,,,,,,,,,,,,,,,,,,,[[John Prescott]],,,John Prescott,John Prescott,,,,,,,,,,,,{{plainlist| * [[Chorister School]] * [[Fettes College]] }},yes,[[Leo Blair]],,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|KG}},,,"Presidente Bernardo Arévalo se reúne con Tony Blair, ex primer ministro del Reino Unido - 54169169198 (cropped).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Elizabeth II]],,,Elizabeth II,,,,,,Sir Tony Blair,,,,,,,[[Prime Minister of the United Kingdom]],[[Tony Blair Institute for Global Change|Executive Chairman of the Tony Blair Institute for Global Change]],,,,,,[[Quartet on the Middle East|Special Envoy of the Quartet on the Middle East]],,[[Leader of the Opposition (United Kingdom)|Leader of the Opposition]],[[Leader of the Labour Party (UK)|Leader of the Labour Party]],,,,,,,,,,,,,,,,,,United Kingdom,,[[Labour Party (UK)|Labour]],,,,[[John Major]],''Office established'',,,,,,[[James Wolfensohn]],[[Margaret Beckett]],[[John Smith (Labour Party leader)|John Smith]]{{efn|Margaret Beckett acted from 12 May to 21 July 1994}},{{italics correction|''Constituency established''}}{{efn|Electorate abolished in [[February 1974 United Kingdom general election|February 1974]]; [[Boundary commissions (United Kingdom)|reconstituted]] in [[1983 United Kingdom general election|1983]].}},,,,,,,,,,,,,,,,,,,,,,,John Major,,,,,,,,,,,,,,,,,,,,,,,,,[[William Blair (judge)|William Blair]] (brother),,,,,,,,,,,,,{{marriage|[[Cherie Booth]]|29 March 1980}},,,,,,,,,,,,,,,,,,,,[[Shadow Secretary of State for Energy|Energy]],,,,,,,,,,,[[Shadow Secretary of State for Employment|Employment]],,[[Shadow Home Secretary|Home Department]],[[Shadow Minister for Trade|Trade]] {{Collapsed infobox section end}} }},,,,,,,1988–1989,,,,,,,,,,,1989–1992,,1992–1994,1987–1988,,,,,,,,,,,[[Gordon Brown]],,,,,,,[[Kito de Boer]],John Major,Gordon Brown {{Collapsed infobox section begin |cont = yes |Shadow <!--Cabinet--> portfolios {{nobold|1987{{nbnd}}1994}},[[Phil Wilson (British politician)|Phil Wilson]],,,,,,,,,,,,,,,,,,27 June 2007,,,,,,,27 May 2015,,2 May 1997,24 June 2007,27 June 2007,,,,,,,,,,2 May 1997,1 December 2016,,,,,,27 June 2007,,,21 July 1994,21 July 1994,9 June 1983,,,,,,,,,[[Shadow Secretary of State]],[[Shadow Minister]],,,,,border:1px dashed lightgrey;}}{{Infobox officeholder,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Half-length portrait of Thatcher. She is wearing a black suit and pearls, with a brooch on her left lapel. Her hands are clasped in front of her, adorned with rings. The background is pale and softly lit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Studio portrait, {{circa|1995–96}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Geoffrey Howe]] {{nowrap|(1989–90)}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Pre-nominal styles|RHon|size=100%}},{{Post-nominals|country=GBR|size=100%|LG|OM|DStJ|PC|FRS|HonFRSC}},,,Margaret Thatcher stock portrait (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[Elizabeth&nbsp;II]] <!-- Whitelaw did not acquire the title of Deputy PM. (Hennessy 2001, p. 405.) -->",Elizabeth&nbsp;II,,,,,,,,The Baroness Thatcher,,,,,,,[[Prime Minister of the United Kingdom]],[[Leader of the Opposition (United Kingdom)|Leader of the Opposition]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[James Callaghan]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Plainlist| * [[Harold Wilson]] * James Callaghan }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[John Major]],,,,,,,,,,,,,,,,,,,,,,,,,,,,28 November 1990,4 May 1979,,,,,,,,,,,,,,,,,,,,4 May 1979,11 February 1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Major, 49, in a photograph.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Major in 1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Michael Heseltine]] (1995{{nbnd}}1997),,[[Viscount Whitelaw]] (1990{{nbnd}}1991),,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|KG|CH}},,,John Major 1993 (3).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Elizabeth II]],Elizabeth II,,,,,,,,Sir John Major,,,,,,,[[Minister of State for Social Security]],[[Parliamentary Under-Secretary of State for&nbsp;Social Security]],,,,,,[[Lord Commissioner of the Treasury]],,[[Chancellor of the Exchequer]],[[Foreign Secretary (United Kingdom)|Foreign Secretary]],[[Chief Secretary to the Treasury]],,,,,,,,,,,,,,,,,,,,,,,"[[Tony Newton, Baron Newton of Braintree|Tony Newton]]","[[John Patten, Baron Patten|John Patten]]",,,,,,[[Alastair Goodlad]],[[Nigel Lawson]],[[Geoffrey Howe]],"[[John MacGregor, Baron MacGregor of Pulham Market|John MacGregor]]",,,,,,,,,,,,,,,,,,,Margaret Thatcher,Margaret Thatcher,,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Nicholas Scott]],[[Nicholas Lyell]],,,,,,[[Tim Sainsbury]] {{Collapsed infobox section end}} }},[[Norman Lamont]],[[Douglas Hurd]],Norman Lamont {{Collapsed infobox section end}}}} {{Collapsed infobox section begin |last = yes |Junior ministerial offices,,,,,,,,,,,,,,,,,,13 June 1987,10 September 1986,,,,,,1 November 1985,,28 November 1990,26 October 1989,24 July 1989,,,,,,,,,,10 September 1986,2 September 1985,,,,,,3 October 1984,,,26 October 1989,24 July 1989,13 June 1987,,,,,,,,,,,,,,,border:1px dashed lightgrey;}}{{Infobox officeholder,,,,,,,,,,,,,,,,,,,,
,,{{nowrap|[[First Secretary of State|First Secretary]]}},,,,,,,"{{ubl|[[George Brown (British Labour politician)|George Brown]]|[[Michael Stewart, Baron Stewart of Fulham|Michael Stewart]]|[[Barbara Castle]]}}",,,,,,,,,,,"[[Jesus College, Oxford]]",,,,,,,,,,,,,,,,{{birth date|1916|03|11|df=y}},James Harold Wilson,"[[Cowlersley]], [[Huddersfield]], West Riding of Yorkshire, England",,,,,,,,,,,,Wilson in 1975,,,"2, including [[Robin Wilson (mathematician)|Robin]]",,,,,,,,,,,[[Ormskirk (UK Parliament constituency)|Ormskirk]] (1945–1950)<br>[[Huyton (UK Parliament constituency)|Huyton]] (1950–1983),,,,,,,,,,,,,,,yes |titlestyle=border:1px dashed lightgrey;}}{{Infobox officeholder |embed=yes,,,,,,,,,,,,,,{{death date and age|1995|05|23|1916|03|11|df=y}}{{efn|name = Death}},,"London, England",,,,"{{unbulleted list|George Brown|[[Roy Jenkins]]|[[Edward Short, Baron Glenamara|Edward Short]]}}",,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|KG|OBE|PC|FRS|FSS}},,,President Gerald Ford and British Prime Minister Harold Wilson (crop).jpg,,,,,,,,,,,,,,,,,,{{unbulleted list|Hugh Gaitskell|George Brown}},Hugh Gaitskell,,,,,,,,,,,,,{{unbulleted list|[[George Tomlinson (British politician)|George Tomlinson]]|[[Charles Key]]}},,,,,,,,[[Elizabeth II]],Elizabeth II,,Elizabeth II,Elizabeth II,,,,,The Lord Wilson of Rievaulx,,,,,,{{hlist|Politician|author|lecturer}},[[Member of the House of Lords]],,[[Member of Parliament (United Kingdom)|Member of Parliament]],,,,,[[Leader of the Labour Party (UK)|Leader of the Labour Party]],,[[Leader of the Opposition (United Kingdom)|Leader of the Opposition]],,[[President of the Board of Trade]],[[Secretary for Overseas Trade]],[[Parliamentary Secretary to the Ministry of Works]],[[Shadow Foreign Secretary]],[[Shadow Chancellor of the Exchequer]],,,,,,,,,,,,,,,[[Labour Party (UK)|Labour]],,,,[[Edward Heath]],[[Alec Douglas-Home]],[[Stephen King-Hall]],,,,,[[Hugh Gaitskell]],Edward Heath,George Brown,[[Stafford Cripps]],[[Hilary Marquand]],[[Reginald Manningham-Buller]],[[Denis Healey]],Hugh Gaitskell,,,,,,,,,,,,,,,,,,,Edward Heath,{{unbulleted list|[[Harold Macmillan]]|Alec Douglas-Home}},[[Clement Attlee]],Clement Attlee,Clement Attlee,,,Civil servant,,,,,,,,,,,,,,,,,,,,,"[[St Mary's Old Church, St Mary's]], Isles of Scilly, England",,,,,,}},,,,"{{marriage|[[Mary Wilson, Lady Wilson of Rievaulx|Mary Baldwin]]|1 January 1940}}",,,,,,,,,,,,,[[Lord Temporal]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[James Callaghan]],Edward Heath {{Collapsed infobox section begin|last = yes|Senior political offices,''Constituency abolished'',,,,,James Callaghan,Edward Heath,Alec Douglas-Home {{Collapsed infobox section end}}}} {{Collapsed infobox section begin|last=yes|Ministerial offices,[[Hartley Shawcross]],[[Arthur Bottomley]],[[Evan Durbin]] {{Collapsed infobox section end}}}} {{collapsed infobox section begin |[[Shadow cabinet]] offices,[[Patrick Gordon Walker]],James Callaghan {{Collapsed infobox section end}}}} {{collapsed infobox section begin |last=yes |Parliamentary offices,,,,,,,,,,,,,,24 May 1995 {{Collapsed infobox section end}}}},19 June 1970,13 May 1983,,,,,5 April 1976,,4 March 1974,16 October 1964,23 April 1951,29 September 1947,10 July 1947,14 February 1963,2 November 1961,,,,,,16 September 1983,16 October 1964,5 July 1945,,,,,14 February 1963,,,19 June 1970,14 February 1963,29 September 1947,10 July 1947,26 July 1945,2 November 1961,14 December 1955,[[Life peer]]age,,,,,,,,,,border:1px dashed lightgrey;}}{{Infobox officeholder |embed=yes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Three-quarter length portrait photograph of Churchill, 67, wearing a suit, standing and holding into the back of a chair",,,,,,,,,,,,,,,,,,,,,,,,,,,,"''[[The Roaring Lion]]'', 1941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|KG|OM|CH|TD|DL|FRS|RA|size=100%}},,,Sir Winston Churchill - 19086236948.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| * [[George VI]] * [[Elizabeth II]] }},,,,,,,,,Sir Winston Churchill,,,,,,,[[Prime Minister of the United Kingdom]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Head shot of Attlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949 portrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,[[Herbert Morrison]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|KG|OM|CH|KStJ|TD|PC|FRS}},,,Person attlee2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[George VI]],,,,,,,,,The Earl Attlee,,,,,,,[[Prime Minister of the United Kingdom]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Winston Churchill]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winston Churchill {{collapsed infobox section begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 October 1951,,,,,,,,,,,,,,,,,,,,,26 July 1945,,,,,,,,,,,,,,,,,,,,,,,,,,,border:1px dashed lightgrey; }},,,,,,,,,,,,,,,,,,,,
,,[[Chairman of the Conservative Party|Chairman]],,,,,,,"[[Douglas Hacking, 1st Baron Hacking|Douglas Hacking]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamberlain in 1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|FRS}},,,Neville-Chamberlain.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[George VI]],,,,,,,,,Neville Chamberlain,,,,,,,[[Prime Minister of the United Kingdom]],[[Leader of the Conservative Party (UK)|Leader of the Conservative Party]],,,,,,[[Lord President of the Council]],,[[Chancellor of the Exchequer]],,,,,,,,,,,,,,,,,,,,,,,,,[[Stanley Baldwin]],Stanley Baldwin,,,,,,"[[James Stanhope, 7th Earl Stanhope|The Earl Stanhope]]",,,,,,,,,,,,,,,,,,,,,,,,,Winston Churchill,{{plainlist| * [[Ramsay MacDonald]] * Stanley Baldwin }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Winston Churchill]],Winston Churchill {{collapsed infobox section begin |cont = yes |Ministerial offices,,,,,,"[[John Anderson, 1st Viscount Waverley|John Anderson]]",,,,,,,,,,,,,,,,,,,,,10 May 1940,9 October 1940,,,,,,3 October 1940,,28 May 1937,,,,,,,,,,,,28 May 1937,27 May 1937,,,,,,10 May 1940,,,5 November 1931,,,,,,,,,,,,,,,,,border:1px dashed lightgrey;}}{{Infobox officeholder,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin in 1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{postnominals|country=GBR|size=100%|KG|PC|PCc|JP|FRS}},,,,,File:Stanley Baldwin 1932.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| * [[George V]] * [[Edward VIII]] * [[George VI]] }},,,,,,,,,The Earl Baldwin of Bewdley,,,,,,,[[Prime Minister of the United Kingdom]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 May 1937,,,,,,,,,,,,,,,,,,,,,7 June 1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Black-and-white head shot of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portrait by [[Walter Stoneman]], 1923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],,,,,,Bonar Law 1923 portrait by Walter Stoneman (3x4 cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[George V]],,,,,,,,Bonar Law,,,,,,,,[[Prime Minister of the United Kingdom]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[David Lloyd George]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Stanley Baldwin]] {{collapsed infobox section begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 May 1923,,,,,,,,,,,,,,,,,,,,,23 October 1922,,,,,,,,,,,,,,,,,,,,,,,,,,border:1px dashed lightgrey; }},,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Callaghan, 63, in a monochrome photograph",,,,,,,,,,,,,,,,,,,,,,,,,,,,Callaghan in 1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,Michael Foot,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|KG|PC}},,,James Callaghan (1975).jpg,,,,,,,,,,,,,,,,,{{plainlist| * [[Hugh Gaitskell]] * [[George Brown (British Labour politician)|George Brown]] (acting) * Harold Wilson }},,,,,,,,,,,,,,,,,,,,,,,[[Elizabeth II]],Elizabeth II,,,,,,,,The Lord Callaghan of Cardiff,,,,,,,[[Prime Minister of the United Kingdom]],[[Leader of the Opposition (United Kingdom)|Leader of the Opposition]],,,,,,[[Leader of the Labour Party (UK)|Leader of the Labour Party]],,[[Foreign Secretary (United Kingdom)|Foreign Secretary]],[[Shadow Chancellor of the Exchequer]],[[Chancellor of the Exchequer]],,,,,,,,,,,,,,,,,,,,,,,[[Harold Wilson]],Margaret Thatcher,,,,,,Harold Wilson,[[Alec Douglas-Home]],[[Roy Jenkins]],Reginald Maudling,,,,,,,,,,,,,,,,,,,,Margaret Thatcher,,,Harold Wilson,Harold Wilson,Harold Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Shadow Home Secretary|Home Department]],,,,,,,,,,,[[Shadow Secretary of State for Employment|Employment]],,[[Shadow Foreign Secretary|Foreign and Commonwealth&nbsp;Affairs]],,,,,,,,1970–1971,,,,,,,,,,,1971–1972,,1972–1974,,,,,,,,,,,,[[Margaret Thatcher]] {{Collapsed infobox section begin|last = yes|Senior political offices,[[Michael Foot]],,,,,,Michael Foot {{Collapsed infobox section end}}}} {{Collapsed infobox section begin|last=yes|Ministerial offices,[[Anthony Crosland]],[[Reginald Maudling]],Roy Jenkins {{Collapsed infobox section end}}}} {{collapsed infobox section begin,,,,,,,,,,,,,,,,,,4 May 1979,10 November 1980,,,,,,10 November 1980,,8 April 1976,19 June 1970,30 November 1967,,,,,,,,,,5 April 1976,4 May 1979,,,,,,5 April 1976,,,5 March 1974,30 November 1967,16 October 1964,,,,,,,,[[Shadow Secretary of State]],,,,,,,border:1px dashed lightgrey}} {{Infobox officeholder,,,,,,,,,,,,,,,,,,,,
