,Unnamed: 0,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
1608,1608,Edmund Husserl,8 April 1859,"[[Proßnitz]], [[Margraviate of Moravia|Moravia]], [[Austrian Empire]]",{{Death date and age|df=yes|1938|04|27|1859|04|08}},"[[Freiburg]], [[Nazi Germany|Germany]]",Composer,}},[[King's College London]],{{ubli,{{plainlist|,2,0,1859.0,1938.0,79.0,2.0,3,1
1609,1609,The Baroness Thatcher,{{birth-date|17 May 1749}},"[[Berkeley, Gloucestershire]], England",{{Death date and age|1823|1|26|1749|5|17|df=y}},"Berkeley, Gloucestershire, England",Composer,}},"{{Plainlist| * [[St George's, University of London]] * [[University of St Andrews]] }}","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Catherine Kingscote|1788|1815|reason=died}},3,0,1749.0,1823.0,74.0,2.0,1,0
1610,1610,Eleanor,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1611,1611,Elizabeth Blackwell,{{birth date|1821|2|3|df=yes}},"[[Bristol]], England",{{death date and age|df=yes|1910|5|31|1821|2|3}},"[[Hastings]], England",{{unbulleted list|Physician}},}},[[King's College London]],[[Geneva Medical College]] }},{{plainlist|,2,3,1821.0,1910.0,89.0,2.0,3,2
1612,1612,Florence Griffith Joyner,"{{birth date|1959|12|21}}<ref name=""sports-reference.com""/>","[[Los Angeles, California]], U.S.<ref name=""sports-reference.com""/>","{{death date and age|1998|9|21|1959|12|21}}<ref name=""sports-reference.com""/>","[[Mission Viejo, California]], U.S.<ref name=""sports-reference.com""/>",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1959.0,1998.0,39.0,2.0,1,0
1613,1613,Gertrude Stein,{{birth date|1874|2|3}},"{{nowrap|[[Allegheny, Pennsylvania]], U.S.}}",{{death date and age|1946|7|27|1874|2|3}},"[[Neuilly-sur-Seine]], France",{{flatlist| * Writer * poet * novelist * playwright * art collector }},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,1,1874.0,1946.0,72.0,2.0,1,0
1614,1614,Grace Kelly,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[Rainier III, Prince of Monaco]]|1956}}",2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1615,1615,Harvey Milk,{{birth date|1930|05|22}},"[[Woodmere, New York]], U.S.",{{nowrap|{{death date and age|1978|11|27|1930|05|22}}}},"San Francisco, California, U.S.",Composer,"[[Presidential Medal of Freedom]] (2009, posthumously)",[[King's College London]],"[[State University of New York, Albany]] ([[Bachelor of Arts|BA]])",{{plainlist|,2,0,1930.0,1978.0,48.0,2.0,4,1
1616,1616,Heinrich Heine,{{Birth date|1797|12|13|df=y}},"[[Düsseldorf]], Duchy of Berg, Holy Roman Empire",{{Death date and age|1856|2|17|1797|12|13|df=y}},"Paris, [[Second French Empire]]","Poet, essayist, journalist, literary critic",}},"[[University of Bonn|Bonn]], [[Humboldt University of Berlin|Berlin]], [[University of Göttingen|Göttingen]] ([[Doctor of Law#Germany|PhD]])","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Marriage|Mathilde Heine|1841}},2,3,1797.0,1856.0,59.0,2.0,1,2
1617,1617,Henrietta Lacks,{{birth date|1920|8|1}},"[[Roanoke, Virginia]], U.S.",{{death date and age|1951|10|4|1920|8|1}},"[[Baltimore]], Maryland, U.S.","{{hlist|[[Housewife]]|[[tobacco farmer]]<ref name=""vpbio"" />{{sfn|Skloot|2010|page=16}}}}",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|David Lacks|1941}},5 }},3,1920.0,1951.0,31.0,2.0,1,2
1618,1618,Hermann Hesse,{{birth date|df=y|1877|7|2}},"[[Calw]], [[Kingdom of Württemberg]], German Empire",{{death date and age|df=y|1962|8|9|1877|7|2}},"[[Montagnola]], Ticino, Switzerland",{{cslist|Novelist|short story author|essayist|poet|painter}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Maria Bernoulli|1904|1923}} {{marriage|Ruth Wenger|1924|1927}} {{marriage|[[Ninon Hesse]]|1931|1962}},2,3,1877.0,1962.0,85.0,2.0,1,2
1619,1619,Hermann Weyl,{{Birth date|1885|11|9|df=y}},"[[Elmshorn]], [[German Empire]]",{{Death date and age|1955|12|8|1885|11|9|df=y}},"[[Zürich]], [[Switzerland]]",Composer,"[[Fellow of the Royal Society]]<ref name=""frs"">{{Cite journal | last1 = Newman | first1 = M. H. A. | author-link = Max Newman| doi = 10.1098/rsbm.1957.0021 | title = Hermann Weyl. 1885-1955 | journal = [[Biographical Memoirs of Fellows of the Royal Society]] | volume = 3 | pages = 305–328 | year = 1957 | doi-access = free }}</ref> <br/>[[Lobachevsky Prize]] (1927)<br/> [[Josiah Willard Gibbs Lectureship|Gibbs Lecture]] (1948)",[[University of Munich]]<br />[[University of Göttingen]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,[[Fritz Joachim Weyl]] (1915–1977)<br />Michael Weyl (1917–2011),0,1885.0,1955.0,70.0,2.0,3,1
1620,1620,Ibn Battuta,24 February 1304,"[[Tangier]], [[Marinid sultanate]]",1369 (aged 64–65),"[[Marrakesh]], Marinid sultanate<ref>{{Cite web |first=Romy |last=Roynard |date=22 November 2018 |title=Sur les traces d'Ibn Battuta: le Maroc |url=https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |access-date=7 December 2022 |website=National Geographic |language=fr |archive-date=7 December 2022 |archive-url=https://web.archive.org/web/20221207014923/https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |url-status=live}}</ref>","Traveller, [[Geographer]], [[explorer]], [[scholar]], [[judge]]",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1304.0,1369.0,65.0,5.0,1,3
1621,1621,Imhotep,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",chancellor to the [[King]] [[Djoser]] and [[High Priest of Ra]],}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
1622,1622,Ingrid Bergman,{{Birth date|df=yes|1915|8|29}},"[[Stockholm]], Sweden",{{Death date and age|df=yes|1982|8|29|1915|8|29}},"London, England",Actress,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Plainlist| * {{Marriage|[[Petter Lindström]]|1937|1950|end=div}} * {{Marriage|[[Roberto Rossellini]]|1950|1957|end=div}} * {{Marriage|[[Lars Schmidt (producer)|Lars Schmidt]]|1958|1975|end=div}} }},2,3,1915.0,1982.0,67.0,2.0,1,2
1623,1623,Isaac Asimov<!-- Please don't add a middle name without a good source. (Previously discussed at length at [[Talk:Isaac Asimov/Archive13#Unsourced middle name: a hoax?]].) -->,"{{circa|January 2, 1920|lk=no}}{{efn|name=""birthday""}}","[[Petrovichi]], Russian SFSR<!-- DO NOT LINK, see [[MOS:GEOLINK]] -->",{{Death date and age|1992|4|6|1920|1|2}},"New York City, U.S.","Writer, professor of [[biochemistry]]",}},[[King's College London]],"[[Columbia University]] ([[Bachelor of Science|BS]], [[Master of Arts|MA]], [[Doctor of Philosophy|PhD]])",{{ubl|{{marriage|Gertrude Blugerman|1942|1973|end=div}}|{{marriage|[[Janet Asimov|Janet Opal Jeppson]]|1973}}}},2,1,1920.0,1992.0,72.0,2.0,4,1
1624,1624,Jackie Robinson,{{birth date|mf=yes|1919|1|31}},"[[Cairo, Georgia]], U.S.",{{death date and age|mf=yes|1972|10|24|1919|1|31}},"[[Stamford, Connecticut]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1919.0,1972.0,53.0,2.0,1,0
1625,1625,Jacques Cousteau,{{Birth date|1910|6|11|df=yes}},"[[Saint-André-de-Cubzac]], [[Gironde]], [[French Third Republic|France]]",{{Death date and age|1997|6|25|1910|6|11|df=yes}},"[[Paris]], France",[[Oceanographer]],{{unbulleted list | {{Lang|fr|[[Palme d'Or]]|italic=no}} at [[Cannes Film Festival|Cannes]] | {{ unbulleted list|[[File:Legion Honneur Commandeur ribbon.svg|40px]] [[Legion of Honour]] – Commander (1972)}}}} }},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{unbulleted list | {{marriage|[[Simone Melchior]]|1937|1990|end=died}} | {{marriage|[[Francine Cousteau|Francine Triplet]]<br>|1991}} }},{{unbulleted list|[[Jean-Michel Cousteau|Jean-Michel]]|[[Philippe Cousteau|Philippe-Pierre]]|Diane|Pierre-Yves}},3,1910.0,1997.0,87.0,2.0,3,2
1626,1626,Jane Austen,{{Birth date|df=y|1775|12|16}},"[[Steventon, Hampshire]], England",{{Death date and age|df=y|1817|7|18|1775|12|16}},"[[Winchester]], Hampshire, England",Novelist,}},[[Reading Abbey Girls' School]] (1785–1786),"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1775.0,1817.0,42.0,2.0,1,2
1627,1627,Jawaharlal Nehru,{{birth date|df=yes|1889|11|14}},"[[Prayagraj|Allahabad]], [[North-Western Provinces]], India",{{death date and age|df=yes|1964|05|27|1889|11|14}},"New Delhi, India",{{hlist|[[Lawyer]]|[[Politician]]}},[[#Awards and honours|See below]],[[King's College London]],"{{ubl|[[Harrow School]]|[[Trinity College, Cambridge|Trinity College]]|[[Inner Temple]]}}",{{marriage|[[Kamala Kaul]]|1916|1936|end=died}},[[Indira Gandhi]],4,1889.0,1964.0,75.0,2.0,3,2
1628,1628,Josephine Baker,{{birth date|mf=yes|1906|06|03}},"[[St. Louis]], Missouri, U.S.",{{death date and age|mf=yes|1975|04|12|1906|06|03}},"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1906.0,1975.0,69.0,2.0,1,0
1629,1629,Julia Child,{{birth date|1912|08|15}},"[[Pasadena, California]], U.S.",{{death date and age|2004|08|13|1912|08|15}},"[[Montecito, California]], U.S.",Composer,"{{Unbulleted list|Daytime Emmy Award for Outstanding Service Show Host|1996 ''In Julia's Kitchen with Master Chefs''|2001 ''Julia & Jacques Cooking at Home''|Emmy Award for Achievements in Educational Television—Individuals|1966 ''[[The French Chef]]''|[[Peabody Awards|Peabody Award]]|1965 ''[[The French Chef]]''|National Book Award, Current Interest|1980 ''Julia Child and More Company'' | U.S. [[Presidential Medal of Freedom]] }}",[[King's College London]],{{Unbulleted list|[[Smith College]] ([[Bachelor of Arts|BA]])|[[Le Cordon Bleu]] ({{lang|fr|Diplôme de Cuisine}})}},{{marriage|[[Paul Cushing Child]]|1946|1994|end=d.}},2,0,1912.0,2004.0,92.0,2.0,3,1
1630,1630,Karl Marx,{{Birth date|df=y|1818|5|5}},"[[Trier]], Prussia",{{Death date and age|df=y|1883|3|14|1818|5|5}},"[[London]], England",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1818.0,1883.0,65.0,2.0,1,0
1631,1631,Kobe Bryant,{{birth date|1978|8|23}},"[[Philadelphia]], Pennsylvania, U.S.",{{death date and age|2020|1|26|1978|8|23}},"[[Calabasas, California]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1978.0,2020.0,42.0,2.0,1,0
1632,1632,Langston Hughes,{{birth date|1901|2|1|mf=y}},"[[Joplin, Missouri]], U.S.",{{death date and age|1967|5|22|1901|2|1}},"[[New York City]], U.S.",{{hlist|Poet|columnist|dramatist|essayist|novelist}},}},[[King's College London]],{{ubl|[[Columbia University]]|[[Lincoln University (Pennsylvania)|Lincoln University]] ([[Bachelor of Arts|BA]])}},{{plainlist|,2,3,1901.0,1967.0,66.0,2.0,4,1
1633,1633,Leo Tolstoy,{{birth date|1828|09|09|df=y}},"[[Yasnaya Polyana]], Russia",{{Death date and age|1910|11|20|1828|09|09|df=y}},"[[Lev Tolstoy (rural locality)|Astapovo]], Russia",{{cslist|Writer|religious thinker}},[[Griboyedov Prize]] (1892),[[King's College London]],[[Kazan Federal University|Imperial Kazan University]] (dropped out),{{marriage|[[Sophia Tolstaya|Sophia Behrs]]|23 September 1862}},14,1,1828.0,1910.0,82.0,2.0,3,1
1634,1634,Linus Pauling,{{birth date|1901|2|28}},"[[Portland, Oregon]], U.S.",{{nowrap|{{death date and age|1994|8|19|1901|2|28}}}},"[[Big Sur]], California, U.S.",Composer,}},[[King's College London]],{{ubl|[[Oregon State University]] ([[Bachelor of Science|BS]])|[[California Institute of Technology]] ([[PhD]])}},{{marriage|[[Ava Helen Pauling|Ava Helen Miller]]|1923-06-17|1981-12-07|end=d.}},4,0,1901.0,1994.0,93.0,2.0,4,1
1635,1635,Max Born,{{Birth date|1882|12|11|df=yes}},"[[Breslau]], [[Kingdom of Prussia]], [[German Empire]]",{{Death date and age|1970|01|05|1882|12|11|df=yes}},"[[Göttingen]], [[Lower Saxony]], [[West Germany]]",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1882.0,1970.0,88.0,2.0,1,0
1636,1636,Michel de Montaigne,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1637,1637,<!-- defaults to article title when left blank -->,{{birth date|1942|1|17}},"[[Louisville, Kentucky]], U.S.",{{death date and age|2016|6|3|1942|1|17}},"[[Scottsdale, Arizona]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1942.0,2016.0,74.0,2.0,1,0
1638,1638,Naguib Mahfouz,{{birth date|df=yes|1911|12|11}},"[[Cairo]], [[Khedivate of Egypt]]",{{death date and age|df=yes|2006|8|30|1911|12|11}},"[[Agouza]], [[Giza Governorate]], [[Egypt]]","[[Novelist]], [[screenwriter]], and [[playwright]]",[[File:EGY Order of the Nile - Grand Cordon BAR.png|30px]] [[Order of the Nile]]<br />[[File:Nobel Prize.png|20px]] [[Nobel Prize for Literature]],[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Atiyatullah Ibrahim|1954}},2,3,1911.0,2006.0,95.0,2.0,3,2
1639,1639,Niccolò Machiavelli,{{birth date|1469|5|3|df=y}},"[[Florence]], [[Republic of Florence]]",{{death date and age|1527|6|21|1469|5|3|df=y}},"Florence, Republic of Florence",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Marietta [[Corsini family|Corsini]]|1501}},7,0,1469.0,1527.0,58.0,5.0,1,3
1640,1640,Oscar Wilde,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1641,1641,Percy Bysshe Shelley,{{birth date|1792|8|4|df=y}},"[[Field Place, Warnham|Field Place]], Sussex",{{death date and age|1822|7|8|1792|8|4|df=y}},"[[Gulf of La Spezia]], Kingdom of Sardinia",Author,}},"[[University College, Oxford]]","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{unbulleted list|{{marriage|Harriet Westbrook|1811|1816|end= d.}}|{{marriage|[[Mary Shelley]]|1816}}}},"6, including [[Sir Percy Shelley, 3rd Baronet|Sir Percy, 3rd Baronet]]",3,1792.0,1822.0,30.0,2.0,1,2
1642,1642,Rabindranath Tagore,[[Rabindra Jayanti|{{Birth date|df=yes|1861|05|07}}]],"[[Jorasanko Thakur Bari]], Bengal Presidency,<!-- DO NOT LINK PER MOS:GEOLINK --> British India<!-- DO NOT LINK PER MOS:GEOLINK -->",{{Death date and age|df=yes|1941|08|07|1861|05|07}},"Jorasanko Thakur Bari, Bengal Presidency,<!-- DO NOT LINK PER MOS:GEOLINK --> British India<!-- DO NOT LINK PER MOS:GEOLINK -->",{{hlist|Poet|novelist|playwright|essayist|composer|painter|philosopher|social reformer|educationist|linguist|grammarian}},"{{awards|[[Nobel Prize in Literature]]|(1913)}}<!-- do not add image icons such as nobel peace, see [[:Template:Infobox writer]] -->",[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Mrinalini Devi]]|1883|1902|end=died}},[[Rathindranath Tagore]] +4 others,3,1861.0,1941.0,80.0,2.0,3,2
1643,1643,Rosa Luxemburg,{{birth date|1871|3|5|df=y}},"[[Zamość]], Congress Poland, Russian Empire",{{death date and age|1919|1|15|1871|3|5|df=y}},"[[Berlin]], Germany",{{flatlist| * Economist * [[revolutionary]] }},}},[[King's College London]],"[[University of Zurich]] {{avoid wrap|(Dr. jur., 1897)}}",{{plainlist|,2,3,1871.0,1919.0,48.0,2.0,3,2
1644,1644,Srinivasa Ramanujan,{{Birth date|df=yes|1887|12|22}},"[[Erode]], [[Madras Presidency]], [[British Raj|British India]] (now in [[Tamil Nadu]], India)",{{Death date and age|df=yes|1920|4|26|1887|12|22}},"[[Kumbakonam]], [[Tanjore District (Madras Presidency)|Tanjore District]], [[Madras Presidency]], [[British Raj|British India]] (now [[Thanjavur district]],<br />[[Tamil Nadu]], India)",Composer,[[Fellow of the Royal Society]] (1918),[[King's College London]],"{{plainlist| * [[Government Arts College, Kumbakonam|Government Arts College]] * [[Pachaiyappa's College]] * {{nowrap|[[Trinity College, Cambridge]] {{nowrap|([[Bachelor of Arts|BA]])}}}}}}",{{plainlist|,2,0,1887.0,1920.0,33.0,2.0,4,1
1645,1645,Simón Bolívar,{{birth date|1783|7|24|df=y}},"[[Caracas]], Venezuela",{{death date and age|1830|12|17|1783|7|24|df=y}},"[[Santa Marta]], [[Gran Colombia]]",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[María Teresa Rodríguez del Toro y Alaysa]]|1802|1803|reason=died}},2,0,1783.0,1830.0,47.0,2.0,1,0
1646,1646,Sylvia Plath,{{Birth date|mf=yes|1932|10|27}},"[[Boston]], Massachusetts, U.S.",{{Death date and age |1963|2|11 |1932|10|27 |mf=yes}},"[[London]], England",{{cslist |Poet |author}},{{ubl|[[Fulbright Scholarship]]|{{awards|award=[[Glascock Prize]]|year=1955|title=[[Two Lovers and a Beachcomber by the Real Sea]]}}|{{awards|award=[[Pulitzer Prize for Poetry]]|year=1982|title=The Collected Poems}} (posthumously)}},[[King's College London]],"[[Smith College]] ([[Bachelor of Arts|BA]])<br>[[Newnham College, Cambridge]]<br>[[Boston University]] }}",{{marriage|[[Ted Hughes]]|1956}},{{ubl|[[Frieda Hughes]]|[[Nicholas Hughes]]}},3,1932.0,1963.0,31.0,2.0,3,2
1647,1647,Thomas Paine,{{Birth date|1737|2|9}} ([[Old Style and New Style dates|N.S.]]),"[[Thetford]], Norfolk, England",{{Death date and age|mf=yes|1809|6|8|1737|1|29}},"[[Greenwich Village]], New York City, U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{ubl|{{marriage|Mary Lambert|September 27, 1759|1760|end=died}}|{{marriage|Elizabeth Ollive|March 26, 1771|June 4, 1774|end=separated}}}}",2,0,1737.0,1809.0,72.0,2.0,1,0
1648,1648,Voltaire,{{birth date|1694|11|21|df=yes}},"[[Paris]], France",{{death date and age|1778|5|30|1694|11|21|df=yes}},"Paris, France","Writer, philosopher, historian",}},[[King's College London]],[[Collège Louis-le-Grand]],{{plainlist|,2,1,1694.0,1778.0,84.0,2.0,3,1
1649,1649,Walt Whitman,{{birth date|1819|5|31}},"[[Huntington, New York]], U.S.",{{death date and age|1892|3|26|1819|5|31}},"[[Camden, New Jersey]], U.S.",{{hlist|Poet|essayist|journalist}} }},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1819.0,1892.0,73.0,2.0,1,2
1650,1650,William Blake,{{birth date|df=yes|1757|11|28}},"[[Soho]], London, England",{{death date and age|df=yes|1827|08|12|1757|11|28}},"[[Charing Cross]], London,<ref name=""death"">{{cite web|title=Blake & London|url=http://www.blakesociety.org/about-blake/blake-london/|publisher=The Blake Society|access-date=15 August 2014|date=28 March 2008|archive-date=15 September 2015|archive-url=https://web.archive.org/web/20150915004604/http://www.blakesociety.org/about-blake/blake-london/|url-status=dead}}</ref> England",{{flatlist| * Poet * painter * [[printmaker]] }},}},[[King's College London]],[[Royal Academy of Arts]],{{plainlist|,2,3,1757.0,1827.0,70.0,2.0,4,1
1651,1651,Wilma Rudolph,{{Birth date|1940|06|23}},"[[Saint Bethlehem, Tennessee]], U.S.",{{Death date and age|1994|11|12|1940|06|23}},"[[Brentwood, Tennessee]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1940.0,1994.0,54.0,2.0,1,0
1652,1652,Zora Neale Hurston,{{birth date|1891|1|7|mf=y}},"[[Notasulga, Alabama]], U.S.",{{death date and age|mf=yes|1960|1|28|1891|1|7}},"[[Fort Pierce, Florida]], U.S.",{{Hlist | Author | anthropologist | filmmaker}}<!-- Occupation(s) as given in the lead (see MOS:ROLEBIO) -->,}},[[King's College London]],{{unbulleted list,{{Ubl,2,3,1891.0,1960.0,69.0,2.0,3,2
1653,1653,Zenobia<br/> {{script|Palm|𐡡𐡶𐡦𐡡𐡩 }},{{Circa|240}},"[[Palmyra]], [[Syria Palaestina|Syria]]",After 274,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Odaenathus]],2,0,1875.9082901554405,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1654,1654,Boudica,{{Birth date and age|1984|10|18}},[[British Isles]],AD 60/61,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Prasutagus]],2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1655,1655,Tecumseh,"March 9, 1768","[[Shawnee]] territory, [[Ohio Country]] <br> (modern day [[Piqua, Ohio]])<ref name=Tecumseh>[https://www.nps.gov/people/tecumseh.htm Tecumseh]</ref>","October 5, 1813 (aged 45)","[[Delaware Nation at Moraviantown|Moraviantown]], Upper Canada",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1768.0,1813.0,45.0,2.0,1,0
1656,1656,Sacagawea,May 1788,"Lemhi River Valley, near present-day [[Salmon, Idaho]], US","December 20, 1812 (aged 24), or 1870","[[Kenel, South Dakota]], or [[Wyoming]]",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Toussaint Charbonneau]],"At least 2, including [[Jean Baptiste Charbonneau]] }}",0,1788.0,1812.0,24.0,2.0,1,0
1657,1657,Pocahontas,"{{Circa|1596}}<ref name=""Stebbins 2010""/>","[[Werowocomoco]], [[Tsenacommacah]]<br />{{small|(near present-day [[Gloucester Courthouse, Virginia]], U.S.}})",{{Death year and age|1617|1596|3}},"[[Gravesend]], [[Kent]], [[Kingdom of England]]",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[John Rolfe]]|April 5, 1614}}",[[Thomas Rolfe]],0,1596.0,1617.0,21.0,5.0,1,3
